date,state,crop,price
01-02-2023,Bihar,Sugarcane,336.04
01-06-2024,Maharashtra,Wheat,2309.52
01-05-2024,Madhya Pradesh,Cotton,7162.96
01-10-2022,Punjab,Maize,1538.37
01-04-2028,Uttar Pradesh,Mustard,6273.47
01-12-2026,Punjab,Cotton,6932.07
01-09-2022,Maharashtra,Mustard,4877.86
01-06-2023,Gujarat,Pulses,5615.17
01-02-2024,Madhya Pradesh,Mustard,5620.96
01-11-2024,Gujarat,Wheat,2169.74
01-03-2021,Tamil Nadu,Maize,1627.21
01-07-2026,Karnataka,Wheat,2371.51
01-03-2023,Madhya Pradesh,Mustard,5570.15
01-08-2028,Tamil Nadu,Barley,1940.14
01-01-2025,Karnataka,Rice,2062.96
01-08-2026,Bihar,Soybean,4046.65
01-07-2025,Karnataka,Pulses,5710.7
01-08-2021,Madhya Pradesh,Mustard,4854.5
01-07-2022,Punjab,Groundnut,5877.19
01-04-2020,Tamil Nadu,Pulses,5225.66
01-10-2020,Tamil Nadu,Pulses,4840.43
01-09-2023,Bihar,Mustard,5144.73
01-11-2027,Karnataka,Barley,1863.43
01-11-2027,Uttar Pradesh,Groundnut,6584.44
01-09-2028,Punjab,Rice,2154.09
01-12-2022,Punjab,Soybean,3707.65
01-02-2022,Maharashtra,Pulses,5364.15
01-12-2027,Bihar,Barley,1914.53
01-03-2024,Madhya Pradesh,Cotton,6969.78
01-11-2025,Madhya Pradesh,Mustard,5348.47
01-09-2021,Bihar,Sugarcane,299.59
01-02-2024,Maharashtra,Wheat,2319.62
01-12-2027,Tamil Nadu,Pulses,6036.02
01-03-2026,Tamil Nadu,Pulses,6255.56
01-09-2024,Maharashtra,Sugarcane,331.23
01-09-2023,Rajasthan,Soybean,3783.98
01-07-2023,Bihar,Groundnut,6083.53
01-03-2025,Karnataka,Groundnut,6616.39
01-02-2020,Rajasthan,Cotton,6121.03
01-02-2020,Maharashtra,Rice,1833.05
01-05-2027,Uttar Pradesh,Cotton,7509.36
01-05-2021,Punjab,Pulses,5324.31
01-02-2024,Karnataka,Maize,1705.45
01-07-2028,Bihar,Maize,1854.49
01-05-2021,Karnataka,Pulses,5385.25
01-11-2022,Uttar Pradesh,Cotton,6165.04
01-02-2021,Madhya Pradesh,Maize,1581.93
01-03-2022,Uttar Pradesh,Barley,1766.59
01-05-2020,Gujarat,Groundnut,5862.84
01-12-2020,Tamil Nadu,Maize,1484.86
01-01-2023,Uttar Pradesh,Barley,1769.63
01-01-2024,Maharashtra,Pulses,5594.73
01-09-2027,Rajasthan,Mustard,5608.59
01-11-2028,Karnataka,Groundnut,6610.04
01-06-2026,Uttar Pradesh,Groundnut,6751.01
01-12-2024,Rajasthan,Wheat,2234.02
01-05-2020,Rajasthan,Groundnut,5801.15
01-05-2021,Maharashtra,Mustard,5104.31
01-09-2027,Madhya Pradesh,Sugarcane,349.71
01-10-2028,Uttar Pradesh,Mustard,5664.71
01-01-2024,Karnataka,Maize,1676.48
01-08-2024,Maharashtra,Barley,1784.26
01-01-2024,Haryana,Barley,1797.24
01-09-2022,Madhya Pradesh,Soybean,3566.4
01-12-2025,Uttar Pradesh,Soybean,4003.23
01-01-2027,Bihar,Groundnut,6712.07
01-05-2024,Tamil Nadu,Wheat,2358.28
01-11-2024,Karnataka,Wheat,2187.05
01-05-2025,Karnataka,Barley,1969.69
01-03-2024,Haryana,Cotton,6930.98
01-09-2022,Maharashtra,Barley,1661.66
01-08-2025,Tamil Nadu,Groundnut,6312.33
01-10-2021,Maharashtra,Barley,1585.76
01-05-2027,Tamil Nadu,Pulses,6382.12
01-09-2025,Maharashtra,Barley,1785.76
01-09-2027,Bihar,Rice,2155.83
01-08-2023,Rajasthan,Rice,1969.24
01-11-2022,Karnataka,Mustard,5070.63
01-10-2024,Haryana,Cotton,6395.89
01-03-2025,Tamil Nadu,Barley,1890.44
01-02-2022,Uttar Pradesh,Cotton,6532.27
01-04-2026,Maharashtra,Groundnut,6746.54
01-04-2025,Punjab,Soybean,4259.31
01-11-2025,Haryana,Sugarcane,337.58
01-12-2020,Gujarat,Cotton,6097.75
01-12-2020,Bihar,Sugarcane,303.29
01-07-2023,Punjab,Groundnut,5999.29
01-06-2022,Rajasthan,Maize,1667.71
01-07-2023,Madhya Pradesh,Maize,1630.83
01-10-2028,Karnataka,Groundnut,6677.19
01-05-2028,Punjab,Cotton,7830.3
01-01-2023,Punjab,Maize,1636.36
01-10-2024,Rajasthan,Mustard,5111.95
01-11-2021,Gujarat,Rice,1810.42
01-12-2022,Haryana,Pulses,5329.9
01-06-2023,Haryana,Pulses,5680.95
01-08-2023,Gujarat,Mustard,5238.02
01-09-2021,Punjab,Groundnut,5503.09
01-01-2023,Karnataka,Maize,1605.72
01-12-2027,Karnataka,Maize,1828.37
01-02-2027,Bihar,Mustard,6004.81
01-01-2023,Tamil Nadu,Maize,1614.53
01-07-2020,Uttar Pradesh,Mustard,4921.23
01-06-2020,Karnataka,Maize,1583.87
01-03-2025,Tamil Nadu,Pulses,6083.47
01-01-2025,Maharashtra,Pulses,5739.4
01-11-2025,Haryana,Groundnut,6099.76
01-12-2021,Punjab,Cotton,6216.87
01-05-2024,Karnataka,Barley,1894.9
01-01-2028,Gujarat,Sugarcane,365.31
01-05-2026,Madhya Pradesh,Barley,1968.04
01-06-2020,Karnataka,Cotton,6128.97
01-05-2028,Tamil Nadu,Mustard,6349.11
01-09-2022,Karnataka,Barley,1670.54
01-02-2022,Tamil Nadu,Pulses,5529.79
01-08-2027,Maharashtra,Sugarcane,355.71
01-05-2025,Gujarat,Pulses,6170.49
01-02-2027,Gujarat,Rice,2201.82
01-12-2020,Bihar,Groundnut,5442.17
01-07-2020,Maharashtra,Wheat,2023.2
01-07-2027,Rajasthan,Mustard,5906.97
01-05-2028,Madhya Pradesh,Groundnut,7095.04
01-09-2024,Haryana,Cotton,6598.06
01-11-2021,Punjab,Mustard,4793.57
01-03-2022,Haryana,Barley,1759.54
01-01-2020,Maharashtra,Rice,1799.91
01-08-2026,Uttar Pradesh,Pulses,5832.54
01-04-2022,Gujarat,Pulses,5627.78
01-01-2026,Rajasthan,Wheat,2375.71
01-10-2023,Gujarat,Wheat,2098.41
01-09-2020,Gujarat,Sugarcane,295.28
01-09-2020,Gujarat,Wheat,1947.81
01-12-2028,Madhya Pradesh,Wheat,2509.25
01-07-2021,Punjab,Rice,1909.68
01-11-2022,Gujarat,Mustard,4971.21
01-10-2025,Punjab,Wheat,2205.17
01-02-2026,Karnataka,Groundnut,6720.05
01-10-2020,Karnataka,Rice,1773.08
01-08-2024,Tamil Nadu,Rice,2007.79
01-09-2024,Uttar Pradesh,Rice,1971.86
01-12-2024,Gujarat,Cotton,6770.46
01-11-2022,Rajasthan,Rice,1897.2
01-04-2025,Uttar Pradesh,Pulses,5992.63
01-07-2021,Punjab,Pulses,5294.97
01-03-2028,Rajasthan,Sugarcane,382.08
01-03-2025,Karnataka,Maize,1802.31
01-05-2023,Haryana,Barley,1817.67
01-09-2027,Tamil Nadu,Soybean,4195.21
01-07-2027,Punjab,Mustard,5870.25
01-04-2025,Gujarat,Wheat,2410.25
01-01-2025,Madhya Pradesh,Soybean,4034.11
01-04-2026,Gujarat,Soybean,4431.05
01-01-2025,Maharashtra,Cotton,6861.7
01-04-2028,Tamil Nadu,Wheat,2606.46
01-07-2020,Karnataka,Groundnut,5684.59
01-07-2028,Madhya Pradesh,Sugarcane,381.35
01-07-2023,Uttar Pradesh,Cotton,6703.59
01-10-2020,Bihar,Soybean,3348.96
01-10-2021,Bihar,Wheat,2032.82
01-09-2022,Gujarat,Sugarcane,314.39
01-07-2020,Bihar,Cotton,6113.43
01-04-2024,Bihar,Soybean,4072.79
01-07-2027,Gujarat,Groundnut,6696.28
01-06-2025,Haryana,Wheat,2380.79
01-01-2025,Punjab,Cotton,6883.65
01-07-2021,Gujarat,Barley,1638.62
01-11-2023,Punjab,Groundnut,5944.43
01-06-2028,Gujarat,Maize,1936.84
01-07-2027,Punjab,Rice,2205.82
01-01-2021,Rajasthan,Cotton,6077.85
01-03-2020,Bihar,Cotton,6211.65
01-05-2023,Karnataka,Groundnut,6402.09
01-01-2022,Tamil Nadu,Mustard,5027.29
01-07-2027,Karnataka,Wheat,2485.49
01-03-2024,Karnataka,Sugarcane,350.5
01-01-2021,Maharashtra,Maize,1518.82
01-08-2026,Karnataka,Barley,1873.85
01-02-2020,Madhya Pradesh,Barley,1639.83
01-08-2023,Punjab,Pulses,5502.05
01-03-2028,Rajasthan,Wheat,2556.14
01-04-2026,Karnataka,Soybean,4283.2
01-11-2022,Madhya Pradesh,Barley,1688.84
01-11-2023,Madhya Pradesh,Rice,1944.39
01-03-2021,Gujarat,Pulses,5351.54
01-01-2021,Bihar,Rice,1875.39
01-01-2025,Madhya Pradesh,Mustard,5434.92
01-10-2026,Bihar,Sugarcane,345.71
01-02-2026,Madhya Pradesh,Soybean,4177.9
01-10-2024,Rajasthan,Soybean,3829.29
01-04-2020,Rajasthan,Cotton,6271.98
01-12-2023,Madhya Pradesh,Groundnut,5922.22
01-07-2028,Haryana,Mustard,5941.52
01-07-2023,Punjab,Cotton,6696.83
01-01-2020,Karnataka,Wheat,1997.12
01-05-2023,Maharashtra,Maize,1733.17
01-10-2025,Rajasthan,Barley,1754.71
01-05-2028,Karnataka,Sugarcane,396.0
01-12-2026,Rajasthan,Groundnut,6364.23
01-02-2027,Madhya Pradesh,Pulses,6334.77
01-10-2027,Tamil Nadu,Pulses,5804.93
01-08-2025,Karnataka,Sugarcane,338.75
01-04-2024,Bihar,Cotton,7154.52
01-05-2026,Haryana,Pulses,6304.02
01-04-2022,Karnataka,Wheat,2272.09
01-12-2020,Madhya Pradesh,Wheat,2003.77
01-10-2021,Bihar,Groundnut,5565.43
01-08-2021,Punjab,Soybean,3612.61
01-01-2024,Gujarat,Cotton,6834.13
01-12-2028,Tamil Nadu,Wheat,2489.5
01-11-2028,Gujarat,Barley,1972.43
01-02-2023,Maharashtra,Barley,1787.87
01-05-2027,Karnataka,Soybean,4538.67
01-10-2020,Rajasthan,Pulses,4946.34
01-05-2022,Maharashtra,Maize,1643.77
01-06-2021,Maharashtra,Wheat,2123.3
01-04-2023,Bihar,Rice,2113.43
01-01-2021,Karnataka,Rice,1828.09
01-11-2022,Uttar Pradesh,Barley,1667.85
01-12-2026,Haryana,Pulses,5924.72
01-06-2028,Haryana,Wheat,2586.84
01-07-2025,Maharashtra,Barley,1860.57
01-08-2024,Maharashtra,Groundnut,6182.33
01-09-2026,Gujarat,Wheat,2321.6
01-12-2024,Uttar Pradesh,Sugarcane,332.27
01-05-2023,Bihar,Barley,1843.1
01-06-2025,Maharashtra,Maize,1794.36
01-02-2025,Rajasthan,Rice,2136.47
01-01-2023,Uttar Pradesh,Cotton,6509.37
01-10-2026,Rajasthan,Pulses,5732.48
01-06-2025,Rajasthan,Maize,1793.25
01-04-2025,Uttar Pradesh,Cotton,7340.25
01-11-2021,Uttar Pradesh,Pulses,5132.4
01-08-2022,Maharashtra,Barley,1651.95
01-05-2022,Gujarat,Soybean,3927.26
01-02-2021,Maharashtra,Soybean,3698.79
01-07-2021,Punjab,Maize,1570.76
01-01-2027,Punjab,Barley,1940.75
01-10-2026,Bihar,Pulses,5635.68
01-09-2020,Punjab,Wheat,1928.58
01-01-2028,Karnataka,Maize,1879.27
01-12-2027,Uttar Pradesh,Pulses,5942.64
01-03-2023,Uttar Pradesh,Mustard,5441.3
01-01-2020,Bihar,Wheat,2028.34
01-01-2028,Maharashtra,Groundnut,6689.93
01-11-2021,Haryana,Barley,1627.25
01-09-2025,Haryana,Sugarcane,330.33
01-07-2028,Punjab,Sugarcane,376.54
01-01-2025,Bihar,Maize,1730.4
01-04-2025,Madhya Pradesh,Rice,2146.21
01-08-2027,Uttar Pradesh,Barley,1900.47
01-06-2027,Maharashtra,Mustard,5998.81
01-03-2026,Rajasthan,Cotton,7482.62
01-12-2023,Bihar,Rice,1941.99
01-08-2028,Madhya Pradesh,Soybean,4346.39
01-02-2026,Tamil Nadu,Barley,1975.47
01-07-2022,Punjab,Cotton,6375.47
01-05-2027,Rajasthan,Rice,2249.72
01-10-2026,Uttar Pradesh,Maize,1735.1
01-03-2028,Bihar,Groundnut,7255.0
01-08-2020,Karnataka,Sugarcane,292.55
01-06-2024,Karnataka,Cotton,7072.95
01-04-2020,Uttar Pradesh,Rice,1869.21
01-01-2021,Karnataka,Sugarcane,308.64
01-01-2024,Uttar Pradesh,Sugarcane,336.56
01-04-2024,Gujarat,Rice,2161.7
01-04-2020,Punjab,Maize,1569.86
01-11-2020,Uttar Pradesh,Barley,1578.55
01-10-2025,Tamil Nadu,Sugarcane,331.95
01-01-2021,Maharashtra,Wheat,2075.86
01-10-2022,Madhya Pradesh,Sugarcane,314.19
01-07-2023,Uttar Pradesh,Barley,1740.3
01-04-2027,Bihar,Cotton,7523.71
01-07-2027,Bihar,Maize,1851.63
01-06-2028,Tamil Nadu,Pulses,6431.97
01-12-2025,Madhya Pradesh,Wheat,2333.06
01-07-2027,Uttar Pradesh,Groundnut,6803.01
01-08-2028,Bihar,Barley,1965.27
01-11-2028,Bihar,Mustard,5880.52
01-08-2023,Maharashtra,Sugarcane,321.57
01-02-2024,Uttar Pradesh,Pulses,5685.06
01-01-2024,Rajasthan,Rice,2002.28
01-04-2026,Maharashtra,Maize,1880.53
01-12-2025,Tamil Nadu,Rice,2094.92
01-04-2026,Karnataka,Barley,2029.04
01-05-2021,Karnataka,Wheat,2132.7
01-10-2022,Tamil Nadu,Barley,1618.99
01-12-2022,Punjab,Sugarcane,324.28
01-04-2022,Gujarat,Groundnut,6233.12
01-09-2027,Rajasthan,Cotton,7005.2
01-11-2024,Tamil Nadu,Maize,1615.39
01-01-2024,Gujarat,Pulses,5688.61
01-08-2025,Bihar,Mustard,5433.13
01-05-2026,Madhya Pradesh,Pulses,6308.3
01-12-2026,Rajasthan,Mustard,5549.45
01-06-2028,Maharashtra,Soybean,4582.68
01-02-2028,Punjab,Mustard,6221.57
01-02-2021,Haryana,Rice,1922.98
01-08-2023,Tamil Nadu,Soybean,3763.35
01-05-2023,Punjab,Wheat,2325.41
01-07-2022,Tamil Nadu,Pulses,5433.92
01-09-2027,Maharashtra,Sugarcane,356.13
01-04-2021,Maharashtra,Sugarcane,330.12
01-07-2027,Karnataka,Sugarcane,362.19
01-06-2024,Uttar Pradesh,Sugarcane,342.09
01-06-2028,Punjab,Maize,1890.4
01-06-2023,Maharashtra,Sugarcane,343.58
01-06-2025,Bihar,Soybean,4148.26
01-12-2028,Rajasthan,Groundnut,6685.34
01-04-2027,Gujarat,Wheat,2530.12
01-01-2022,Punjab,Wheat,2122.62
01-06-2024,Karnataka,Wheat,2305.94
01-06-2028,Tamil Nadu,Barley,2074.12
01-02-2021,Madhya Pradesh,Rice,1933.03
01-04-2021,Bihar,Pulses,5423.47
01-03-2022,Maharashtra,Maize,1634.61
01-12-2023,Tamil Nadu,Pulses,5344.12
01-08-2025,Karnataka,Wheat,2257.86
01-01-2020,Haryana,Barley,1569.98
01-02-2024,Maharashtra,Maize,1756.61
01-08-2027,Gujarat,Maize,1789.6
01-05-2028,Gujarat,Soybean,4578.03
01-12-2026,Maharashtra,Barley,1858.12
01-12-2028,Maharashtra,Cotton,7410.96
01-09-2021,Rajasthan,Mustard,4730.19
01-09-2020,Gujarat,Barley,1561.94
01-04-2026,Rajasthan,Soybean,4440.41
01-03-2021,Madhya Pradesh,Sugarcane,321.45
01-08-2026,Karnataka,Wheat,2380.71
01-07-2026,Haryana,Soybean,4116.73
01-06-2024,Haryana,Barley,1861.55
01-01-2023,Karnataka,Rice,1966.34
01-12-2023,Madhya Pradesh,Sugarcane,321.26
01-04-2021,Gujarat,Rice,1991.0
01-09-2024,Gujarat,Sugarcane,326.84
01-08-2025,Madhya Pradesh,Barley,1847.31
01-04-2026,Punjab,Sugarcane,379.13
01-12-2021,Maharashtra,Rice,1853.39
01-11-2025,Karnataka,Barley,1790.36
01-01-2024,Gujarat,Barley,1819.24
01-10-2022,Bihar,Wheat,2049.91
01-08-2022,Karnataka,Mustard,5034.9
01-09-2022,Tamil Nadu,Wheat,2074.46
01-02-2025,Maharashtra,Groundnut,6574.78
01-03-2026,Rajasthan,Mustard,5947.74
01-07-2021,Rajasthan,Rice,1864.21
01-12-2021,Bihar,Soybean,3635.2
01-12-2023,Tamil Nadu,Sugarcane,328.2
01-02-2021,Bihar,Pulses,5345.81
01-02-2023,Maharashtra,Mustard,5286.0
01-11-2023,Punjab,Pulses,5296.83
01-02-2027,Punjab,Cotton,7360.9
01-03-2022,Madhya Pradesh,Cotton,6726.56
01-07-2021,Haryana,Barley,1683.95
01-12-2020,Rajasthan,Pulses,4910.15
01-03-2024,Rajasthan,Rice,2109.16
01-03-2020,Karnataka,Pulses,5148.0
01-06-2022,Rajasthan,Pulses,5421.71
01-03-2025,Punjab,Rice,2203.88
01-09-2024,Rajasthan,Barley,1777.59
01-03-2028,Gujarat,Groundnut,7097.01
01-06-2024,Madhya Pradesh,Wheat,2360.11
01-08-2020,Uttar Pradesh,Wheat,1952.18
01-06-2024,Haryana,Pulses,5840.53
01-02-2023,Rajasthan,Barley,1797.52
01-11-2022,Karnataka,Rice,1843.86
01-11-2022,Karnataka,Maize,1540.94
01-06-2028,Gujarat,Wheat,2534.05
01-09-2028,Tamil Nadu,Groundnut,6706.64
01-09-2023,Gujarat,Barley,1671.73
01-02-2028,Tamil Nadu,Soybean,4472.03
01-02-2020,Madhya Pradesh,Mustard,4895.53
01-02-2022,Bihar,Groundnut,5933.31
01-09-2024,Uttar Pradesh,Soybean,3872.02
01-01-2027,Maharashtra,Pulses,5981.65
01-02-2023,Bihar,Barley,1760.34
01-07-2021,Bihar,Sugarcane,315.76
01-04-2023,Haryana,Wheat,2272.63
01-03-2027,Karnataka,Pulses,6266.16
01-05-2027,Madhya Pradesh,Soybean,4476.42
01-05-2021,Maharashtra,Groundnut,5992.85
01-04-2023,Gujarat,Groundnut,6214.88
01-07-2028,Rajasthan,Soybean,4325.85
01-07-2028,Punjab,Barley,2031.13
01-08-2021,Bihar,Cotton,6210.53
01-02-2024,Uttar Pradesh,Wheat,2288.79
01-12-2023,Gujarat,Cotton,6573.74
01-10-2027,Gujarat,Sugarcane,346.47
01-01-2021,Punjab,Pulses,5249.13
01-03-2023,Madhya Pradesh,Maize,1687.34
01-01-2024,Uttar Pradesh,Groundnut,6262.29
01-12-2022,Rajasthan,Maize,1569.29
01-11-2025,Uttar Pradesh,Sugarcane,342.71
01-08-2023,Karnataka,Soybean,3745.89
01-02-2020,Karnataka,Mustard,5027.5
01-11-2021,Haryana,Sugarcane,298.12
01-02-2026,Bihar,Sugarcane,357.31
01-11-2021,Rajasthan,Pulses,5047.04
01-09-2027,Gujarat,Groundnut,6589.14
01-05-2024,Uttar Pradesh,Barley,1882.82
01-08-2023,Tamil Nadu,Cotton,6533.82
01-07-2023,Maharashtra,Groundnut,6147.17
01-10-2021,Karnataka,Maize,1476.24
01-07-2026,Bihar,Maize,1801.24
01-01-2021,Gujarat,Cotton,6082.12
01-07-2021,Bihar,Maize,1598.73
01-03-2022,Madhya Pradesh,Groundnut,6227.72
01-09-2022,Punjab,Pulses,5223.79
01-05-2020,Rajasthan,Sugarcane,315.24
01-03-2027,Karnataka,Groundnut,6892.26
01-08-2020,Bihar,Groundnut,5507.42
01-03-2020,Madhya Pradesh,Sugarcane,309.33
01-06-2028,Bihar,Rice,2271.96
01-07-2022,Karnataka,Groundnut,5830.79
01-02-2028,Rajasthan,Soybean,4498.11
01-01-2027,Maharashtra,Cotton,7260.79
01-08-2024,Maharashtra,Wheat,2213.78
01-10-2023,Gujarat,Sugarcane,314.8
01-04-2021,Gujarat,Cotton,6416.48
01-08-2025,Bihar,Cotton,6776.48
01-02-2025,Uttar Pradesh,Soybean,4215.55
01-06-2021,Tamil Nadu,Rice,1946.46
01-11-2026,Tamil Nadu,Mustard,5470.67
01-05-2025,Karnataka,Wheat,2424.6
01-07-2027,Haryana,Cotton,7339.27
01-08-2028,Bihar,Maize,1821.99
01-08-2020,Karnataka,Soybean,3517.72
01-08-2022,Tamil Nadu,Wheat,2121.12
01-10-2026,Haryana,Pulses,5701.75
01-05-2023,Haryana,Soybean,3952.1
01-02-2021,Uttar Pradesh,Wheat,2132.83
01-04-2024,Gujarat,Cotton,7047.91
01-01-2026,Karnataka,Rice,2147.15
01-12-2026,Bihar,Maize,1796.67
01-08-2021,Maharashtra,Rice,1860.06
01-08-2026,Maharashtra,Maize,1740.95
01-04-2020,Gujarat,Sugarcane,316.79
01-10-2028,Gujarat,Sugarcane,364.28
01-06-2024,Tamil Nadu,Wheat,2298.94
01-04-2023,Rajasthan,Maize,1698.02
01-06-2025,Uttar Pradesh,Rice,2144.14
01-10-2020,Tamil Nadu,Maize,1431.77
01-05-2023,Karnataka,Maize,1715.74
01-07-2020,Maharashtra,Sugarcane,304.65
01-09-2026,Maharashtra,Pulses,5702.82
01-03-2027,Madhya Pradesh,Barley,1990.04
01-07-2021,Gujarat,Cotton,6194.11
01-07-2020,Gujarat,Barley,1634.52
01-10-2023,Punjab,Barley,1686.41
01-04-2025,Haryana,Groundnut,6667.73
01-11-2021,Rajasthan,Groundnut,5485.38
01-05-2023,Punjab,Groundnut,6293.84
01-04-2027,Karnataka,Rice,2330.31
01-09-2027,Uttar Pradesh,Mustard,5572.57
01-09-2024,Rajasthan,Mustard,5137.47
01-08-2020,Maharashtra,Wheat,1960.37
01-12-2024,Uttar Pradesh,Barley,1787.9
01-09-2025,Tamil Nadu,Sugarcane,339.12
01-02-2024,Uttar Pradesh,Groundnut,6326.01
01-01-2023,Karnataka,Groundnut,5875.21
01-03-2026,Haryana,Wheat,2487.82
01-09-2027,Rajasthan,Soybean,4111.96
01-08-2026,Gujarat,Soybean,4122.55
01-04-2023,Gujarat,Pulses,5683.74
01-06-2020,Maharashtra,Soybean,3658.03
01-11-2027,Gujarat,Sugarcane,347.47
01-08-2020,Gujarat,Maize,1469.8
01-06-2023,Haryana,Maize,1666.24
01-07-2025,Madhya Pradesh,Mustard,5490.73
01-01-2028,Bihar,Pulses,6254.03
01-05-2021,Bihar,Groundnut,5948.4
01-07-2020,Haryana,Sugarcane,309.52
01-11-2028,Rajasthan,Maize,1798.61
01-06-2021,Punjab,Pulses,5447.8
01-03-2022,Bihar,Pulses,5639.69
01-05-2025,Haryana,Cotton,7354.61
01-01-2025,Maharashtra,Wheat,2282.56
01-08-2022,Bihar,Cotton,6284.93
01-09-2023,Maharashtra,Pulses,5356.01
01-12-2028,Bihar,Rice,2233.99
01-03-2020,Uttar Pradesh,Groundnut,5867.64
01-05-2020,Tamil Nadu,Cotton,6413.42
01-07-2020,Tamil Nadu,Soybean,3622.0
01-10-2026,Tamil Nadu,Soybean,4073.21
01-09-2027,Karnataka,Pulses,5876.13
01-12-2020,Punjab,Pulses,5077.37
01-10-2022,Gujarat,Barley,1666.5
01-11-2022,Karnataka,Sugarcane,308.93
01-05-2024,Maharashtra,Soybean,4049.66
01-06-2023,Madhya Pradesh,Cotton,6678.53
01-06-2026,Rajasthan,Cotton,7225.77
01-01-2021,Bihar,Soybean,3541.69
01-06-2027,Tamil Nadu,Soybean,4470.91
01-01-2020,Maharashtra,Wheat,2020.93
01-11-2021,Punjab,Barley,1643.28
01-08-2022,Punjab,Mustard,4966.83
01-12-2025,Karnataka,Wheat,2284.32
01-11-2023,Gujarat,Soybean,3753.33
01-07-2025,Bihar,Pulses,5847.21
01-02-2024,Maharashtra,Cotton,6870.85
01-04-2022,Maharashtra,Maize,1680.79
01-04-2024,Karnataka,Rice,2145.08
01-06-2025,Gujarat,Wheat,2413.87
01-04-2027,Maharashtra,Cotton,7710.82
01-09-2020,Uttar Pradesh,Groundnut,5384.96
01-08-2025,Tamil Nadu,Rice,2062.07
01-08-2026,Karnataka,Rice,2136.96
01-10-2028,Gujarat,Groundnut,6629.93
01-04-2024,Karnataka,Mustard,5603.17
01-12-2027,Haryana,Pulses,5958.3
01-10-2025,Rajasthan,Sugarcane,328.67
01-06-2024,Uttar Pradesh,Groundnut,6387.61
01-04-2027,Punjab,Sugarcane,380.81
01-09-2020,Haryana,Rice,1747.54
01-11-2022,Haryana,Soybean,3567.41
01-09-2028,Gujarat,Sugarcane,366.06
01-01-2023,Gujarat,Rice,1978.73
01-08-2027,Karnataka,Rice,2188.55
01-07-2023,Bihar,Maize,1660.52
01-11-2022,Karnataka,Groundnut,5683.86
01-05-2025,Maharashtra,Soybean,4226.74
01-11-2025,Karnataka,Groundnut,6253.02
01-11-2024,Bihar,Groundnut,6019.34
01-07-2021,Gujarat,Rice,1894.58
01-08-2021,Rajasthan,Cotton,6074.2
01-07-2023,Punjab,Wheat,2230.35
01-12-2022,Uttar Pradesh,Mustard,5062.72
01-10-2020,Haryana,Sugarcane,292.39
01-06-2025,Bihar,Maize,1812.46
01-12-2024,Madhya Pradesh,Mustard,5382.12
01-04-2025,Haryana,Cotton,7154.69
01-12-2024,Rajasthan,Rice,1990.64
01-08-2020,Uttar Pradesh,Soybean,3539.43
01-07-2024,Tamil Nadu,Groundnut,6235.99
01-10-2025,Madhya Pradesh,Pulses,5528.6
01-04-2026,Punjab,Cotton,7558.39
01-11-2021,Karnataka,Cotton,5985.49
01-03-2021,Uttar Pradesh,Sugarcane,322.04
01-07-2024,Haryana,Pulses,5706.81
01-05-2026,Punjab,Pulses,6089.83
01-11-2024,Bihar,Maize,1641.79
01-06-2027,Rajasthan,Pulses,6231.52
01-12-2022,Madhya Pradesh,Sugarcane,313.12
01-10-2022,Karnataka,Sugarcane,302.37
01-09-2028,Rajasthan,Soybean,4302.0
01-12-2025,Uttar Pradesh,Cotton,7008.13
01-04-2027,Tamil Nadu,Mustard,6201.5
01-03-2027,Madhya Pradesh,Maize,1884.64
01-08-2022,Maharashtra,Soybean,3632.26
01-03-2028,Haryana,Sugarcane,392.05
01-05-2024,Karnataka,Sugarcane,360.1
01-01-2026,Haryana,Mustard,5668.79
01-03-2024,Karnataka,Cotton,7032.23
01-11-2028,Haryana,Barley,1920.5
01-05-2026,Tamil Nadu,Pulses,6180.85
01-09-2022,Rajasthan,Mustard,5035.46
01-02-2023,Madhya Pradesh,Rice,2019.16
01-03-2025,Gujarat,Wheat,2432.02
01-03-2027,Punjab,Groundnut,7031.12
01-02-2026,Uttar Pradesh,Groundnut,6683.79
01-05-2027,Punjab,Pulses,6327.23
01-01-2021,Haryana,Mustard,4863.11
01-01-2024,Uttar Pradesh,Wheat,2231.81
01-09-2022,Gujarat,Maize,1560.43
01-11-2020,Tamil Nadu,Cotton,5924.08
01-01-2026,Maharashtra,Mustard,5583.08
01-06-2025,Rajasthan,Wheat,2387.24
01-06-2020,Bihar,Rice,1888.01
01-02-2024,Punjab,Sugarcane,349.99
01-07-2025,Karnataka,Maize,1762.9
01-04-2026,Maharashtra,Wheat,2511.23
01-01-2021,Bihar,Wheat,2079.2
01-07-2023,Uttar Pradesh,Wheat,2198.98
01-04-2024,Tamil Nadu,Mustard,5735.97
01-12-2024,Maharashtra,Barley,1767.66
01-10-2022,Punjab,Pulses,5132.03
01-12-2027,Gujarat,Rice,2167.91
01-12-2027,Haryana,Soybean,4146.5
01-04-2020,Gujarat,Cotton,6274.84
01-09-2021,Gujarat,Wheat,1990.99
01-10-2025,Karnataka,Soybean,3956.23
01-05-2028,Tamil Nadu,Groundnut,7087.31
01-10-2028,Karnataka,Sugarcane,364.78
01-08-2020,Tamil Nadu,Wheat,2016.96
01-12-2022,Tamil Nadu,Cotton,6471.62
01-10-2027,Karnataka,Rice,2080.47
01-07-2028,Maharashtra,Soybean,4455.9
01-11-2020,Bihar,Rice,1774.44
